number,value,datetime_start,datetime_complete,duration,params_criterion,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,state,fold_0,fold_1,fold_2,fold_3,fold_4,accuracy,balanced_accuracy,precision,recall,f1,accuracy_std,balanced_accuracy_std,precision_std,recall_std,f1_std
32,0.6008910800864677,2024-07-10 20:53:24.823798,2024-07-10 20:53:36.919888,0 days 00:00:12.096090,gini,10,0.9111018068280222,12,14,237,COMPLETE,"{'accuracy': 0.6137005649717514, 'balanced_accuracy': 0.6283529303632092, 'precision': 0.6134405953323512, 'recall': 0.6137005649717514, 'f1': 0.6089654338331516}","{'accuracy': 0.5988700564971752, 'balanced_accuracy': 0.6139119239199581, 'precision': 0.5941465730591238, 'recall': 0.5988700564971752, 'f1': 0.5902757840583752}","{'accuracy': 0.6059322033898306, 'balanced_accuracy': 0.6235400790502296, 'precision': 0.6055492444466138, 'recall': 0.6059322033898306, 'f1': 0.5983303625796903}","{'accuracy': 0.615819209039548, 'balanced_accuracy': 0.6333357051892557, 'precision': 0.6195469804167661, 'recall': 0.615819209039548, 'f1': 0.6079664642257172}","{'accuracy': 0.6042402826855123, 'balanced_accuracy': 0.6151017301151963, 'precision': 0.6027010752590943, 'recall': 0.6042402826855123, 'f1': 0.5989173557354046}",0.6077124633167635,0.6228484737275698,0.6070768937027898,0.6077124633167634,0.6008910800864677,0.006981944746110052,0.008376057299928106,0.009806559696629953,0.006981944746110052,0.00772000033795439
33,0.6034910655025859,2024-07-10 20:53:36.920892,2024-07-10 20:53:52.611399,0 days 00:00:15.690507,gini,9,0.9728748368366579,9,19,298,COMPLETE,"{'accuracy': 0.6151129943502824, 'balanced_accuracy': 0.6332572085249526, 'precision': 0.6156481549773049, 'recall': 0.6151129943502824, 'f1': 0.6087080860449475}","{'accuracy': 0.6002824858757062, 'balanced_accuracy': 0.6165961006477096, 'precision': 0.596675972323738, 'recall': 0.6002824858757062, 'f1': 0.5901207185565801}","{'accuracy': 0.6073446327683616, 'balanced_accuracy': 0.6264813720993485, 'precision': 0.6079051561160289, 'recall': 0.6073446327683616, 'f1': 0.5989247101122452}","{'accuracy': 0.6228813559322034, 'balanced_accuracy': 0.6424889239352416, 'precision': 0.6288783293290617, 'recall': 0.6228813559322034, 'f1': 0.6131288811778985}","{'accuracy': 0.6141342756183745, 'balanced_accuracy': 0.6279661741959329, 'precision': 0.6136483949144075, 'recall': 0.6141342756183745, 'f1': 0.6065729316212582}",0.6119511489089856,0.6293579558806371,0.6125512015321082,0.6119511489089856,0.6034910655025859,0.008538302265853955,0.009496094364659789,0.011736467702044024,0.008538302265853955,0.009072216819934443
34,0.603689330937212,2024-07-10 20:53:52.611399,2024-07-10 20:54:01.287943,0 days 00:00:08.676544,gini,10,0.9204369752941155,12,16,165,COMPLETE,"{'accuracy': 0.6165254237288136, 'balanced_accuracy': 0.63210467692969, 'precision': 0.6173776946742905, 'recall': 0.6165254237288136, 'f1': 0.6118115997209235}","{'accuracy': 0.606638418079096, 'balanced_accuracy': 0.620430644024195, 'precision': 0.6028184483491165, 'recall': 0.606638418079096, 'f1': 0.5992024323039518}","{'accuracy': 0.6080508474576272, 'balanced_accuracy': 0.6263693733006658, 'precision': 0.6081615243884683, 'recall': 0.6080508474576272, 'f1': 0.5997616812746255}","{'accuracy': 0.6186440677966102, 'balanced_accuracy': 0.6367743839613251, 'precision': 0.6220163414420812, 'recall': 0.6186440677966102, 'f1': 0.6100959126006028}","{'accuracy': 0.602826855123675, 'balanced_accuracy': 0.6133411511613559, 'precision': 0.6010670414068016, 'recall': 0.602826855123675, 'f1': 0.5975750287859561}",0.6105371224371644,0.6258040458754464,0.6102882100521516,0.6105371224371644,0.603689330937212,0.0067529992672064765,0.009281204886859002,0.009126334712046625,0.0067529992672064765,0.006707438423470055
35,0.5907399794169989,2024-07-10 20:54:01.288948,2024-07-10 20:54:11.128094,0 days 00:00:09.839146,log_loss,8,0.80742034051412,11,18,218,COMPLETE,"{'accuracy': 0.6024011299435028, 'balanced_accuracy': 0.6274058935093276, 'precision': 0.6015997066942815, 'recall': 0.6024011299435028, 'f1': 0.5870726825595441}","{'accuracy': 0.6101694915254238, 'balanced_accuracy': 0.633650842077602, 'precision': 0.6111559501390009, 'recall': 0.6101694915254238, 'f1': 0.5943357531905966}","{'accuracy': 0.6059322033898306, 'balanced_accuracy': 0.6309397241602955, 'precision': 0.6126565787595031, 'recall': 0.6059322033898306, 'f1': 0.5885014473042516}","{'accuracy': 0.6101694915254238, 'balanced_accuracy': 0.6363019000813518, 'precision': 0.6184398311663027, 'recall': 0.6101694915254238, 'f1': 0.5914532912333065}","{'accuracy': 0.6084805653710247, 'balanced_accuracy': 0.6311417533751271, 'precision': 0.6104581373714614, 'recall': 0.6084805653710247, 'f1': 0.5923367227972955}",0.6074305763510411,0.6318880226407407,0.6108620408261098,0.6074305763510411,0.5907399794169989,0.0033032651386242073,0.0033217283077935245,0.0060556508132656745,0.0033032651386242073,0.0029346245271412844
36,0.6029466516722664,2024-07-10 20:54:11.129096,2024-07-10 20:54:18.549248,0 days 00:00:07.420152,gini,10,0.9956501002261271,20,14,129,COMPLETE,"{'accuracy': 0.617231638418079, 'balanced_accuracy': 0.6339949595020805, 'precision': 0.616351779567971, 'recall': 0.617231638418079, 'f1': 0.610865703216141}","{'accuracy': 0.6024011299435028, 'balanced_accuracy': 0.6172386038933446, 'precision': 0.5990755733062123, 'recall': 0.6024011299435028, 'f1': 0.5934344008501122}","{'accuracy': 0.605225988700565, 'balanced_accuracy': 0.6218569471554203, 'precision': 0.6043023316388283, 'recall': 0.605225988700565, 'f1': 0.597939502509343}","{'accuracy': 0.6179378531073446, 'balanced_accuracy': 0.6370375819645452, 'precision': 0.6221124082332833, 'recall': 0.6179378531073446, 'f1': 0.607936250127228}","{'accuracy': 0.610600706713781, 'balanced_accuracy': 0.6228462100716915, 'precision': 0.6100886143770425, 'recall': 0.610600706713781, 'f1': 0.6045574016585071}",0.6106794633766545,0.6265948605174164,0.6103861414246674,0.6106794633766545,0.6029466516722664,0.006962266375634949,0.008483095505336663,0.009194079436521077,0.006962266375634949,0.0071721064558783664
37,0.5961679569977638,2024-07-10 20:54:18.550250,2024-07-10 20:54:35.927887,0 days 00:00:17.377637,gini,8,0.9523104438730093,9,11,330,COMPLETE,"{'accuracy': 0.6137005649717514, 'balanced_accuracy': 0.6347454489584803, 'precision': 0.6150857059092625, 'recall': 0.6137005649717514, 'f1': 0.604383005455036}","{'accuracy': 0.5988700564971752, 'balanced_accuracy': 0.6175081711362004, 'precision': 0.5956753328743603, 'recall': 0.5988700564971752, 'f1': 0.5865178749693349}","{'accuracy': 0.6073446327683616, 'balanced_accuracy': 0.628875313781731, 'precision': 0.611803244814921, 'recall': 0.6073446327683616, 'f1': 0.5954489150004264}","{'accuracy': 0.614406779661017, 'balanced_accuracy': 0.6375476103141728, 'precision': 0.6198819310586998, 'recall': 0.614406779661017, 'f1': 0.6003794778898216}","{'accuracy': 0.6056537102473498, 'balanced_accuracy': 0.625099942167017, 'precision': 0.6053417971031876, 'recall': 0.6056537102473498, 'f1': 0.5941105116742007}",0.607995148829131,0.6287552972715202,0.6095576023520862,0.6079951488291309,0.5961679569977638,0.006380313454861677,0.007953938601085082,0.009389955031851862,0.006380313454861677,0.006765687607116546
38,0.5976900778533742,2024-07-10 20:54:35.928888,2024-07-10 20:54:46.518038,0 days 00:00:10.589150,log_loss,9,0.6231836781610224,7,20,275,COMPLETE,"{'accuracy': 0.6165254237288136, 'balanced_accuracy': 0.6390567102554027, 'precision': 0.6197958009607413, 'recall': 0.6165254237288136, 'f1': 0.6050923430913238}","{'accuracy': 0.6038135593220338, 'balanced_accuracy': 0.6261474447972349, 'precision': 0.6023967528325255, 'recall': 0.6038135593220338, 'f1': 0.5879640090121806}","{'accuracy': 0.6087570621468926, 'balanced_accuracy': 0.6312630779296665, 'precision': 0.6142053150845067, 'recall': 0.6087570621468926, 'f1': 0.5953540117775293}","{'accuracy': 0.6179378531073446, 'balanced_accuracy': 0.6411707028673755, 'precision': 0.625388186246179, 'recall': 0.6179378531073446, 'f1': 0.6034059388374876}","{'accuracy': 0.6084805653710247, 'balanced_accuracy': 0.6280601668375354, 'precision': 0.6094815302368272, 'recall': 0.6084805653710247, 'f1': 0.5966340865483498}",0.6111028927352219,0.633139620537443,0.6142535170721559,0.6111028927352219,0.5976900778533742,0.00595051319693791,0.006665639837082378,0.008917045591715843,0.00595051319693791,0.006867192564893308
39,0.5926908465619167,2024-07-10 20:54:46.519040,2024-07-10 20:54:53.498854,0 days 00:00:06.979814,gini,9,0.5051742194845481,13,19,202,COMPLETE,"{'accuracy': 0.6024011299435028, 'balanced_accuracy': 0.6249226899247103, 'precision': 0.599476160416507, 'recall': 0.6024011299435028, 'f1': 0.5899637013999274}","{'accuracy': 0.596045197740113, 'balanced_accuracy': 0.6153110941564397, 'precision': 0.5923718079329532, 'recall': 0.596045197740113, 'f1': 0.5829276961845798}","{'accuracy': 0.606638418079096, 'balanced_accuracy': 0.6273600363060542, 'precision': 0.6081602957012302, 'recall': 0.606638418079096, 'f1': 0.5942613293599502}","{'accuracy': 0.6129943502824858, 'balanced_accuracy': 0.6361443316371787, 'precision': 0.6174810248731217, 'recall': 0.6129943502824858, 'f1': 0.5982600831716209}","{'accuracy': 0.6084805653710247, 'balanced_accuracy': 0.6247533559010462, 'precision': 0.6072321126630205, 'recall': 0.6084805653710247, 'f1': 0.5980414226935056}",0.6053119322832445,0.6256983015850858,0.6049442803173666,0.6053119322832445,0.5926908465619167,0.006425816794006633,0.007437564791168462,0.009496239952664664,0.006425816794006633,0.006420044851844345
40,0.6020892085967791,2024-07-10 20:54:53.499854,2024-07-10 20:54:59.234273,0 days 00:00:05.734419,gini,10,0.9088779569085907,17,16,108,COMPLETE,"{'accuracy': 0.6087570621468926, 'balanced_accuracy': 0.6258097627176297, 'precision': 0.608313131672223, 'recall': 0.6087570621468926, 'f1': 0.6023331854985945}","{'accuracy': 0.6002824858757062, 'balanced_accuracy': 0.6136319748495485, 'precision': 0.5955717030158137, 'recall': 0.6002824858757062, 'f1': 0.5920235143206236}","{'accuracy': 0.6115819209039548, 'balanced_accuracy': 0.6296960532740522, 'precision': 0.6117527167819731, 'recall': 0.6115819209039548, 'f1': 0.6031289973496013}","{'accuracy': 0.6179378531073446, 'balanced_accuracy': 0.6376470623387727, 'precision': 0.6208298902292753, 'recall': 0.6179378531073446, 'f1': 0.6080348310855678}","{'accuracy': 0.610600706713781, 'balanced_accuracy': 0.6214637095587338, 'precision': 0.6085948424240415, 'recall': 0.610600706713781, 'f1': 0.6049255147295075}",0.6098320057495359,0.6256497125477474,0.6090124568246653,0.6098320057495359,0.6020892085967791,0.006358197448525068,0.00897612850488992,0.009061982086064561,0.006358197448525068,0.006038500349794782
41,0.604601106194796,2024-07-10 20:54:59.235275,2024-07-10 20:55:07.631291,0 days 00:00:08.396016,gini,10,0.9728675272097275,10,16,151,COMPLETE,"{'accuracy': 0.6193502824858758, 'balanced_accuracy': 0.6337648802228625, 'precision': 0.6198002597935636, 'recall': 0.6193502824858758, 'f1': 0.6151919461600386}","{'accuracy': 0.5988700564971752, 'balanced_accuracy': 0.6117251329151568, 'precision': 0.594403570895921, 'recall': 0.5988700564971752, 'f1': 0.5919818158433597}","{'accuracy': 0.6059322033898306, 'balanced_accuracy': 0.6224829868916487, 'precision': 0.6060256137247252, 'recall': 0.6059322033898306, 'f1': 0.5995476009717678}","{'accuracy': 0.6200564971751412, 'balanced_accuracy': 0.638121711165275, 'precision': 0.6239917059558058, 'recall': 0.6200564971751412, 'f1': 0.6123077056714108}","{'accuracy': 0.6084805653710247, 'balanced_accuracy': 0.6196738026470111, 'precision': 0.6074857377907743, 'recall': 0.6084805653710247, 'f1': 0.6039764623274033}",0.6105379209838094,0.6251537027683909,0.610341377632158,0.6105379209838094,0.604601106194796,0.009080823425007963,0.010721591951196253,0.011796144451226176,0.009080823425007963,0.009443677125945637
42,0.6033560024777386,2024-07-10 20:55:07.632295,2024-07-10 20:55:16.876647,0 days 00:00:09.244352,gini,10,0.9736263141998119,11,17,162,COMPLETE,"{'accuracy': 0.6101694915254238, 'balanced_accuracy': 0.6263404588697707, 'precision': 0.6091752007923877, 'recall': 0.6101694915254238, 'f1': 0.6049619846215736}","{'accuracy': 0.596045197740113, 'balanced_accuracy': 0.6098078133006171, 'precision': 0.5911079218933509, 'recall': 0.596045197740113, 'f1': 0.587862734297806}","{'accuracy': 0.6101694915254238, 'balanced_accuracy': 0.6277892113396607, 'precision': 0.610560544162349, 'recall': 0.6101694915254238, 'f1': 0.6030022982121308}","{'accuracy': 0.6207627118644068, 'balanced_accuracy': 0.6387870471599525, 'precision': 0.6246264543947537, 'recall': 0.6207627118644068, 'f1': 0.6129149640333823}","{'accuracy': 0.6134275618374558, 'balanced_accuracy': 0.6254707259039449, 'precision': 0.6126766168689868, 'recall': 0.6134275618374558, 'f1': 0.6080380312238004}",0.6101148908985646,0.6256390513147891,0.6096293476223655,0.6101148908985647,0.6033560024777386,0.008976526445400384,0.010351828171155044,0.012024097146755713,0.008976526445400384,0.009434521496217513
43,0.603032710865028,2024-07-10 20:55:16.877648,2024-07-10 20:55:23.365027,0 days 00:00:06.487379,gini,9,0.9353233254015115,10,15,119,COMPLETE,"{'accuracy': 0.6151129943502824, 'balanced_accuracy': 0.6323679707855042, 'precision': 0.61551307327494, 'recall': 0.6151129943502824, 'f1': 0.6094052735839303}","{'accuracy': 0.6009887005649718, 'balanced_accuracy': 0.6148341845308138, 'precision': 0.5975928184289373, 'recall': 0.6009887005649718, 'f1': 0.5925352985291823}","{'accuracy': 0.6059322033898306, 'balanced_accuracy': 0.6227627442568696, 'precision': 0.60711080602805, 'recall': 0.6059322033898306, 'f1': 0.5986807632887491}","{'accuracy': 0.6207627118644068, 'balanced_accuracy': 0.6408619352186653, 'precision': 0.6261677272462955, 'recall': 0.6207627118644068, 'f1': 0.6115306728723049}","{'accuracy': 0.6091872791519435, 'balanced_accuracy': 0.6222443257386319, 'precision': 0.6074377822753089, 'recall': 0.6091872791519435, 'f1': 0.603011546050974}",0.610396777864287,0.626614232106097,0.6107644414507063,0.610396777864287,0.603032710865028,0.007739549671664264,0.010109427703434655,0.010697173500524172,0.007739549671664264,0.007777539380939577
44,0.6064828429576006,2024-07-10 20:55:23.366029,2024-07-10 20:55:33.904459,0 days 00:00:10.538430,gini,10,0.9751805067407778,8,13,191,COMPLETE,"{'accuracy': 0.6207627118644068, 'balanced_accuracy': 0.6358335907471283, 'precision': 0.6218256819931346, 'recall': 0.6207627118644068, 'f1': 0.6167616066993185}","{'accuracy': 0.6087570621468926, 'balanced_accuracy': 0.6220742879553666, 'precision': 0.6048681787933061, 'recall': 0.6087570621468926, 'f1': 0.6015413747599171}","{'accuracy': 0.6059322033898306, 'balanced_accuracy': 0.6233162731580529, 'precision': 0.606495212493475, 'recall': 0.6059322033898306, 'f1': 0.599109866263711}","{'accuracy': 0.6242937853107344, 'balanced_accuracy': 0.6427791589806107, 'precision': 0.6296529042747218, 'recall': 0.6242937853107344, 'f1': 0.6163671774786376}","{'accuracy': 0.6035335689045936, 'balanced_accuracy': 0.6135957035181356, 'precision': 0.6017086649365598, 'recall': 0.6035335689045936, 'f1': 0.5986341895864191}",0.6126558663232916,0.6275198028718588,0.6129101284982396,0.6126558663232916,0.6064828429576006,0.009284216854825033,0.011653013078830977,0.01215632061059591,0.009284216854825033,0.00927002300428823
45,0.601206313791091,2024-07-10 20:55:33.904459,2024-07-10 20:55:43.353900,0 days 00:00:09.449441,gini,9,0.8986904469714099,8,13,189,COMPLETE,"{'accuracy': 0.6137005649717514, 'balanced_accuracy': 0.6323348520615024, 'precision': 0.6141166246023378, 'recall': 0.6137005649717514, 'f1': 0.6069326260804819}","{'accuracy': 0.6024011299435028, 'balanced_accuracy': 0.6192575404790134, 'precision': 0.5987890770802413, 'recall': 0.6024011299435028, 'f1': 0.5921009396617927}","{'accuracy': 0.6059322033898306, 'balanced_accuracy': 0.6248935837886266, 'precision': 0.6072657680182083, 'recall': 0.6059322033898306, 'f1': 0.5970962466994009}","{'accuracy': 0.617231638418079, 'balanced_accuracy': 0.6380388185026762, 'precision': 0.6216919128375286, 'recall': 0.617231638418079, 'f1': 0.6062260301396938}","{'accuracy': 0.6120141342756183, 'balanced_accuracy': 0.6277074988897119, 'precision': 0.6109637889818433, 'recall': 0.6120141342756183, 'f1': 0.6036757263740863}",0.6102559341997564,0.628446458744306,0.6105654343040319,0.6102559341997564,0.601206313791091,0.006000204080371384,0.007154337309053187,0.00845781518183928,0.006000204080371384,0.006400911901709877
46,0.6050866884355566,2024-07-10 20:55:43.354898,2024-07-10 20:55:47.647802,0 days 00:00:04.292904,gini,10,0.7063403944226982,6,12,88,COMPLETE,"{'accuracy': 0.617231638418079, 'balanced_accuracy': 0.6330830807187787, 'precision': 0.6179393931585617, 'recall': 0.617231638418079, 'f1': 0.6128176101975787}","{'accuracy': 0.6045197740112994, 'balanced_accuracy': 0.6175287430861193, 'precision': 0.6006589893497376, 'recall': 0.6045197740112994, 'f1': 0.5970392831260777}","{'accuracy': 0.6045197740112994, 'balanced_accuracy': 0.6217118296327357, 'precision': 0.6050363584487379, 'recall': 0.6045197740112994, 'f1': 0.5965460539380077}","{'accuracy': 0.6165254237288136, 'balanced_accuracy': 0.6353152496638813, 'precision': 0.6194025274222016, 'recall': 0.6165254237288136, 'f1': 0.6078748012899993}","{'accuracy': 0.615547703180212, 'balanced_accuracy': 0.6250197368804592, 'precision': 0.6142817096660635, 'recall': 0.615547703180212, 'f1': 0.6111556936261192}",0.6116688626699407,0.6265317279963949,0.6114637956090604,0.6116688626699407,0.6050866884355566,0.006553529589942073,0.0075273127682064025,0.008230328863540913,0.006553529589942073,0.007779407407033697
47,0.602052879969643,2024-07-10 20:55:47.648803,2024-07-10 20:55:51.254454,0 days 00:00:03.605651,gini,9,0.6861037412357901,5,8,77,COMPLETE,"{'accuracy': 0.6129943502824858, 'balanced_accuracy': 0.6318540257005529, 'precision': 0.6141151304759617, 'recall': 0.6129943502824858, 'f1': 0.6064264422719758}","{'accuracy': 0.6024011299435028, 'balanced_accuracy': 0.6201467782184618, 'precision': 0.5984132758227686, 'recall': 0.6024011299435028, 'f1': 0.5915414887272181}","{'accuracy': 0.6165254237288136, 'balanced_accuracy': 0.6350188370840651, 'precision': 0.6190935555743496, 'recall': 0.6165254237288136, 'f1': 0.6078079156892046}","{'accuracy': 0.6151129943502824, 'balanced_accuracy': 0.6361154172062836, 'precision': 0.6193252250111227, 'recall': 0.6151129943502824, 'f1': 0.6050173458055473}","{'accuracy': 0.6091872791519435, 'balanced_accuracy': 0.6252508374765909, 'precision': 0.60922703888562, 'recall': 0.6091872791519435, 'f1': 0.5994712073542688}",0.6112442354914056,0.6296771791371909,0.6120348451539644,0.6112442354914057,0.602052879969643,0.0056646432191894205,0.006803380082433598,0.008670835388913814,0.0056646432191894205,0.006674408595193277
48,0.5418256853074721,2024-07-10 20:55:51.255455,2024-07-10 20:55:54.078037,0 days 00:00:02.822582,gini,5,0.7324815467490817,7,11,74,COMPLETE,"{'accuracy': 0.5692090395480226, 'balanced_accuracy': 0.6004207241400409, 'precision': 0.5603660069295268, 'recall': 0.5692090395480226, 'f1': 0.5352608773021444}","{'accuracy': 0.5896892655367232, 'balanced_accuracy': 0.6187476377293368, 'precision': 0.5956596544442391, 'recall': 0.5896892655367232, 'f1': 0.5572193392839462}","{'accuracy': 0.5819209039548022, 'balanced_accuracy': 0.6130622038915043, 'precision': 0.5898956983015173, 'recall': 0.5819209039548022, 'f1': 0.5459847676690498}","{'accuracy': 0.5635593220338984, 'balanced_accuracy': 0.5975645845526444, 'precision': 0.5570139050712922, 'recall': 0.5635593220338984, 'f1': 0.5239608033474492}","{'accuracy': 0.5766784452296819, 'balanced_accuracy': 0.6063534246548737, 'precision': 0.5725829976341089, 'recall': 0.5766784452296819, 'f1': 0.5467026389347709}",0.5762113952606256,0.6072297149936801,0.5751036524761368,0.5762113952606256,0.5418256853074721,0.010290499925198981,0.008763924043099421,0.01726372421346287,0.010290499925198981,0.01265205454771073
49,0.5901895367936778,2024-07-10 20:55:54.079038,2024-07-10 20:55:58.388366,0 days 00:00:04.309328,gini,8,0.7133456145286303,3,14,97,COMPLETE,"{'accuracy': 0.594632768361582, 'balanced_accuracy': 0.6189015472486128, 'precision': 0.5930042608799194, 'recall': 0.594632768361582, 'f1': 0.5814184113701673}","{'accuracy': 0.6031073446327684, 'balanced_accuracy': 0.6236083855921678, 'precision': 0.6019794565340807, 'recall': 0.6031073446327684, 'f1': 0.590268780942082}","{'accuracy': 0.6002824858757062, 'balanced_accuracy': 0.6230219296721714, 'precision': 0.6047230841237669, 'recall': 0.6002824858757062, 'f1': 0.5867411971197358}","{'accuracy': 0.6137005649717514, 'balanced_accuracy': 0.639180968270385, 'precision': 0.6210412068661365, 'recall': 0.6137005649717514, 'f1': 0.5967994335654304}","{'accuracy': 0.6113074204946997, 'balanced_accuracy': 0.6340651498991897, 'precision': 0.6133304229962683, 'recall': 0.6113074204946997, 'f1': 0.5957198609709741}",0.6046061168673015,0.6277555961365053,0.6068156862800343,0.6046061168673015,0.5901895367936778,0.007874392678329881,0.008490446576677413,0.010762560150243818,0.007874392678329881,0.006385632078661143
