number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bytree,params_gamma,params_lambda,params_learning_rate,params_max_depth,params_max_leaves,params_n_estimators,state,fold_0,fold_1,fold_2,fold_3,fold_4,accuracy,balanced_accuracy,precision,recall,f1,accuracy_std,balanced_accuracy_std,precision_std,recall_std,f1_std
32,0.6024261049316662,2024-07-10 20:30:54.740159,2024-07-10 20:31:06.198311,0 days 00:00:11.458152,0.709570508453925,0.7741521086234507,0.4788514750418571,4.434121835752743,0.2603650617954912,6,0,187,COMPLETE,"{'accuracy': 0.597457627118644, 'balanced_accuracy': 0.6075136112006175, 'precision': 0.5973361708275005, 'recall': 0.597457627118644, 'f1': 0.5959259110416832}","{'accuracy': 0.6016949152542372, 'balanced_accuracy': 0.6130829377992552, 'precision': 0.5981337973981976, 'recall': 0.6016949152542372, 'f1': 0.5977432545182967}","{'accuracy': 0.6016949152542372, 'balanced_accuracy': 0.6087093557896527, 'precision': 0.6010922881153498, 'recall': 0.6016949152542372, 'f1': 0.6004076144884142}","{'accuracy': 0.6137005649717514, 'balanced_accuracy': 0.6267196682595914, 'precision': 0.6120786421017657, 'recall': 0.6137005649717514, 'f1': 0.6102596957139172}","{'accuracy': 0.607773851590106, 'balanced_accuracy': 0.6128084654306946, 'precision': 0.6088847181445227, 'recall': 0.607773851590106, 'f1': 0.6077940488960193}",0.6044643748377952,0.6137668076959623,0.6035051233174673,0.6044643748377951,0.6024261049316662,0.006338260229243269,0.007645962674965534,0.006617668689105369,0.006338260229243269,0.006293565746440366
33,0.6099755044068594,2024-07-10 20:31:06.199312,2024-07-10 20:31:19.226947,0 days 00:00:13.027635,1.6137058189848696,0.9226221738975882,1.6228245736309463,1.9567966569670099,0.27547833305468383,7,0,261,COMPLETE,"{'accuracy': 0.6108757062146892, 'balanced_accuracy': 0.6231524313268385, 'precision': 0.6106304780141549, 'recall': 0.6108757062146892, 'f1': 0.6079358369784646}","{'accuracy': 0.615819209039548, 'balanced_accuracy': 0.627776472860389, 'precision': 0.6125592736209828, 'recall': 0.615819209039548, 'f1': 0.6106413353364935}","{'accuracy': 0.6024011299435028, 'balanced_accuracy': 0.6160802781740126, 'precision': 0.6015014800632381, 'recall': 0.6024011299435028, 'f1': 0.5983120013092692}","{'accuracy': 0.6242937853107344, 'balanced_accuracy': 0.637862717455162, 'precision': 0.6259503811586945, 'recall': 0.6242937853107344, 'f1': 0.6210150971380033}","{'accuracy': 0.6134275618374558, 'balanced_accuracy': 0.6206149785420865, 'precision': 0.6136246228466473, 'recall': 0.6134275618374558, 'f1': 0.6119732512720666}",0.613363478469186,0.6250973756716978,0.6128532471407435,0.613363478469186,0.6099755044068594,0.007935181518898797,0.008296298156557823,0.008746709077793187,0.007935181518898797,0.008162482446532091
34,0.21534102145881046,2024-07-10 20:31:19.227948,2024-07-10 20:31:30.877233,0 days 00:00:11.649285,1.5471110259367242,0.926074127850352,3.429249553650582,1.781157678869645,0.29956403938933207,9,1,248,COMPLETE,"{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.38657243816254416, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14943824994693403, 'recall': 0.38657243816254416, 'f1': 0.21555058478584266}",0.38635403565510773,0.3333333333333333,0.14926945279190204,0.38635403565510773,0.21534102145881046,0.0001220907132710791,0.0,9.436047826501639e-05,0.0001220907132710791,0.00011714946120873757
35,0.6101106060679448,2024-07-10 20:31:30.878234,2024-07-10 20:31:45.113401,0 days 00:00:14.235167,2.9266768108672734,0.8611472869134349,1.9635351585612753,1.0535819144510303,0.15559335679032918,8,0,271,COMPLETE,"{'accuracy': 0.6137005649717514, 'balanced_accuracy': 0.6279612700519001, 'precision': 0.6137235549439396, 'recall': 0.6137005649717514, 'f1': 0.6098915063024077}","{'accuracy': 0.615819209039548, 'balanced_accuracy': 0.6305953852832712, 'precision': 0.6123864432206471, 'recall': 0.615819209039548, 'f1': 0.6081465509900396}","{'accuracy': 0.6038135593220338, 'balanced_accuracy': 0.6197655955873009, 'precision': 0.6045502395773392, 'recall': 0.6038135593220338, 'f1': 0.5979157130231638}","{'accuracy': 0.6278248587570622, 'balanced_accuracy': 0.644064261324475, 'precision': 0.6324194544876156, 'recall': 0.6278248587570622, 'f1': 0.622208262794351}","{'accuracy': 0.6148409893992933, 'balanced_accuracy': 0.6240937668471495, 'precision': 0.6152550515810173, 'recall': 0.6148409893992933, 'f1': 0.6123909972297619}",0.6151998362979377,0.6292960558188193,0.6156669487621118,0.6151998362979377,0.6101106060679448,0.008541058243341932,0.009212264742279095,0.010233960946399605,0.008541058243341932,0.008720298382951222
36,0.5472452774923839,2024-07-10 20:31:45.114400,2024-07-10 20:31:57.974026,0 days 00:00:12.859626,3.501493566123671,0.9121732202897939,4.387690721591365,1.3985860836685176,0.15496495805497149,8,2,264,COMPLETE,"{'accuracy': 0.5692090395480226, 'balanced_accuracy': 0.5971815245327378, 'precision': 0.5625273622039902, 'recall': 0.5692090395480226, 'f1': 0.5510796631410947}","{'accuracy': 0.5755649717514124, 'balanced_accuracy': 0.6047861553738562, 'precision': 0.5709758994818055, 'recall': 0.5755649717514124, 'f1': 0.5513407143381496}","{'accuracy': 0.5748587570621468, 'balanced_accuracy': 0.5999150917887088, 'precision': 0.5711930503180264, 'recall': 0.5748587570621468, 'f1': 0.5566149696218989}","{'accuracy': 0.5755649717514124, 'balanced_accuracy': 0.605507538694172, 'precision': 0.570068293227894, 'recall': 0.5755649717514124, 'f1': 0.5520001510646361}","{'accuracy': 0.5568904593639576, 'balanced_accuracy': 0.586265022984598, 'precision': 0.5453034483273554, 'recall': 0.5568904593639576, 'f1': 0.5251908892961403}",0.5704176398953904,0.5987310666748146,0.5640136107118143,0.5704176398953904,0.5472452774923839,0.008018087366861996,0.007774797646710595,0.011056175982526026,0.008018087366861996,0.012532668393655242
37,0.21534102145881046,2024-07-10 20:31:57.975027,2024-07-10 20:32:13.601986,0 days 00:00:15.626959,3.012683428946626,0.8551801194672872,1.9021670918552338,1.3317162349856924,0.07315184039094835,9,1,360,COMPLETE,"{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.38657243816254416, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14943824994693403, 'recall': 0.38657243816254416, 'f1': 0.21555058478584266}",0.38635403565510773,0.3333333333333333,0.14926945279190204,0.38635403565510773,0.21534102145881046,0.0001220907132710791,0.0,9.436047826501639e-05,0.0001220907132710791,0.00011714946120873757
38,0.6033322793417916,2024-07-10 20:32:13.601986,2024-07-10 20:32:28.940592,0 days 00:00:15.338606,2.639584721413118,0.9713386595732588,4.101039222936713,0.0266796127728135,0.13788941086755815,10,0,312,COMPLETE,"{'accuracy': 0.6129943502824858, 'balanced_accuracy': 0.6325028023332293, 'precision': 0.613749302746511, 'recall': 0.6129943502824858, 'f1': 0.6054613058754647}","{'accuracy': 0.6073446327683616, 'balanced_accuracy': 0.6281539304614151, 'precision': 0.6053376225884588, 'recall': 0.6073446327683616, 'f1': 0.5951045812488355}","{'accuracy': 0.6122881355932204, 'balanced_accuracy': 0.6326374421757656, 'precision': 0.6152414504729551, 'recall': 0.6122881355932204, 'f1': 0.6033397541462394}","{'accuracy': 0.6214689265536724, 'balanced_accuracy': 0.642176047846019, 'precision': 0.6285420075099987, 'recall': 0.6214689265536724, 'f1': 0.6117879656921015}","{'accuracy': 0.6098939929328622, 'balanced_accuracy': 0.6290933766418018, 'precision': 0.6107002934917082, 'recall': 0.6098939929328622, 'f1': 0.6009677897463167}",0.6127980076261205,0.6329127198916462,0.6147141353619264,0.6127980076261205,0.6033322793417916,0.005330477315745671,0.005551723036977689,0.008608846172624402,0.005330477315745671,0.006109772263852088
39,0.605599520653692,2024-07-10 20:32:28.940592,2024-07-10 20:32:43.608319,0 days 00:00:14.667727,4.2669122905726065,0.9445262842137598,0.5722105355787779,0.8659515641408709,0.24690993964626595,8,0,281,COMPLETE,"{'accuracy': 0.5988700564971752, 'balanced_accuracy': 0.6089728413506559, 'precision': 0.5983999095464051, 'recall': 0.5988700564971752, 'f1': 0.5971561077747057}","{'accuracy': 0.6073446327683616, 'balanced_accuracy': 0.6168116599115047, 'precision': 0.6039305166218245, 'recall': 0.6073446327683616, 'f1': 0.6039393459446275}","{'accuracy': 0.5995762711864406, 'balanced_accuracy': 0.6101024443442818, 'precision': 0.5983769463368507, 'recall': 0.5995762711864406, 'f1': 0.597208065081242}","{'accuracy': 0.6179378531073446, 'balanced_accuracy': 0.6309521453344272, 'precision': 0.61817572840514, 'recall': 0.6179378531073446, 'f1': 0.6143384256179283}","{'accuracy': 0.6162544169611307, 'balanced_accuracy': 0.6226049048442658, 'precision': 0.6161531726130504, 'recall': 0.6162544169611307, 'f1': 0.6153556588499569}",0.6079966461040905,0.6178887991570271,0.6070072547046541,0.6079966461040905,0.605599520653692,0.008967174153624725,0.009140220457311153,0.009571018096478989,0.008967174153624725,0.008888400027741536
40,0.5653488628547028,2024-07-10 20:32:43.608319,2024-07-10 20:33:02.431570,0 days 00:00:18.823251,3.2394758900204654,0.8129677013634417,5.012716613906862,2.445689608094959,0.10287966392641484,9,5,429,COMPLETE,"{'accuracy': 0.5840395480225988, 'balanced_accuracy': 0.6123618717840794, 'precision': 0.5830740654748086, 'recall': 0.5840395480225988, 'f1': 0.5602739032192314}","{'accuracy': 0.5903954802259888, 'balanced_accuracy': 0.6167559298910062, 'precision': 0.5874146645787435, 'recall': 0.5903954802259888, 'f1': 0.5678785496888686}","{'accuracy': 0.596045197740113, 'balanced_accuracy': 0.6238844179272539, 'precision': 0.6011851649563514, 'recall': 0.596045197740113, 'f1': 0.5777110328124196}","{'accuracy': 0.5939265536723164, 'balanced_accuracy': 0.6207480417116644, 'precision': 0.5971377396999994, 'recall': 0.5939265536723164, 'f1': 0.5718994807637515}","{'accuracy': 0.5795053003533569, 'balanced_accuracy': 0.611444060821233, 'precision': 0.5790260980160541, 'recall': 0.5795053003533569, 'f1': 0.5489813477892427}",0.5887824160028747,0.6170388644270475,0.5895675465451914,0.5887824160028748,0.5653488628547028,0.0068987643561306666,0.0053356287908409485,0.009356805226862353,0.0068987643561306666,0.011133102905889562
41,0.6081788292803221,2024-07-10 20:33:02.432575,2024-07-10 20:33:16.959785,0 days 00:00:14.527210,4.2175092854814595,0.9487585118790911,0.666947389707043,0.6577645914189807,0.24230871864045073,8,0,280,COMPLETE,"{'accuracy': 0.605225988700565, 'balanced_accuracy': 0.6149608653027516, 'precision': 0.6045445241537271, 'recall': 0.605225988700565, 'f1': 0.6032327851391803}","{'accuracy': 0.6122881355932204, 'balanced_accuracy': 0.6236724580936422, 'precision': 0.608177743032616, 'recall': 0.6122881355932204, 'f1': 0.6078452772511866}","{'accuracy': 0.615819209039548, 'balanced_accuracy': 0.6249182641790578, 'precision': 0.616373549291788, 'recall': 0.615819209039548, 'f1': 0.6140796483418929}","{'accuracy': 0.6101694915254238, 'balanced_accuracy': 0.623063265277198, 'precision': 0.6099673436074048, 'recall': 0.6101694915254238, 'f1': 0.6063811182359216}","{'accuracy': 0.6098939929328622, 'balanced_accuracy': 0.6158689699092865, 'precision': 0.6102247741351097, 'recall': 0.6098939929328622, 'f1': 0.6093553174334286}",0.6106793635583239,0.6204967645523872,0.609857586844129,0.6106793635583239,0.6081788292803221,0.003860771713000969,0.004697985689311404,0.004291128932351736,0.003860771713000969,0.004000317630302
42,0.6067323909923695,2024-07-10 20:33:16.960289,2024-07-10 20:33:31.942256,0 days 00:00:14.981967,5.775206620665099,0.9968142994240764,1.682899257848014,0.62580484586692,0.22867576046592653,8,0,313,COMPLETE,"{'accuracy': 0.6137005649717514, 'balanced_accuracy': 0.6265744548843124, 'precision': 0.6127212247048104, 'recall': 0.6137005649717514, 'f1': 0.6099415930067091}","{'accuracy': 0.6137005649717514, 'balanced_accuracy': 0.6277101395597909, 'precision': 0.6106734851241443, 'recall': 0.6137005649717514, 'f1': 0.6070118362832236}","{'accuracy': 0.5981638418079096, 'balanced_accuracy': 0.6131120439353389, 'precision': 0.5965194290758988, 'recall': 0.5981638418079096, 'f1': 0.5921457309243262}","{'accuracy': 0.625, 'balanced_accuracy': 0.6405696310793615, 'precision': 0.6266688668989098, 'recall': 0.625, 'f1': 0.6196559424072108}","{'accuracy': 0.6084805653710247, 'balanced_accuracy': 0.6180674962418768, 'precision': 0.6064975051527481, 'recall': 0.6084805653710247, 'f1': 0.6049068523403778}",0.6118091074244874,0.6252067531401362,0.6106161021913022,0.6118091074244875,0.6067323909923695,0.009726604445971208,0.010504838766142742,0.010929376958960128,0.009726604445971208,0.009918398203868816
43,0.6038806675452528,2024-07-10 20:33:31.943255,2024-07-10 20:33:45.597669,0 days 00:00:13.654414,5.83830817889416,0.9962604870645932,1.6579641709174557,0.7201764904011912,0.23259577918665786,8,0,271,COMPLETE,"{'accuracy': 0.5995762711864406, 'balanced_accuracy': 0.6146998322460608, 'precision': 0.5978342547145566, 'recall': 0.5995762711864406, 'f1': 0.5942528726283764}","{'accuracy': 0.6122881355932204, 'balanced_accuracy': 0.6272127538368405, 'precision': 0.6090846496153882, 'recall': 0.6122881355932204, 'f1': 0.6052437161070738}","{'accuracy': 0.6024011299435028, 'balanced_accuracy': 0.617305224751726, 'precision': 0.6006370155554526, 'recall': 0.6024011299435028, 'f1': 0.5968460167049908}","{'accuracy': 0.623587570621469, 'balanced_accuracy': 0.6400722453564112, 'precision': 0.6258562135049079, 'recall': 0.623587570621469, 'f1': 0.6179762797855054}","{'accuracy': 0.6084805653710247, 'balanced_accuracy': 0.6189273101708487, 'precision': 0.6063308671743459, 'recall': 0.6084805653710247, 'f1': 0.6050844525003174}",0.6092667345431315,0.6236434732723775,0.6079486001129303,0.6092667345431315,0.6038806675452528,0.00943232313432211,0.010308353644670356,0.010958438954840943,0.00943232313432211,0.00927596398539405
44,0.6048829151606926,2024-07-10 20:33:45.598672,2024-07-10 20:33:58.350206,0 days 00:00:12.751534,6.797472058086572,0.9674834630061743,0.3984693660279497,1.2343981306118792,0.19702999112913797,7,0,224,COMPLETE,"{'accuracy': 0.6129943502824858, 'balanced_accuracy': 0.6245722693658334, 'precision': 0.6118424163024397, 'recall': 0.6129943502824858, 'f1': 0.6102473473887281}","{'accuracy': 0.6045197740112994, 'balanced_accuracy': 0.615968087670141, 'precision': 0.600932664283582, 'recall': 0.6045197740112994, 'f1': 0.5998273289419519}","{'accuracy': 0.605225988700565, 'balanced_accuracy': 0.6163143700411486, 'precision': 0.6046837765340551, 'recall': 0.605225988700565, 'f1': 0.602118546643548}","{'accuracy': 0.6108757062146892, 'balanced_accuracy': 0.6227274605863387, 'precision': 0.6113438090453925, 'recall': 0.6108757062146892, 'f1': 0.6075585609531836}","{'accuracy': 0.6056537102473498, 'balanced_accuracy': 0.6124555919982527, 'precision': 0.6052356431312793, 'recall': 0.6056537102473498, 'f1': 0.6046627918760512}",0.6078539058912779,0.6184075559323429,0.6068076618593498,0.607853905891278,0.6048829151606926,0.0038216060354111375,0.005060226654675858,0.004675016360060696,0.0038216060354111375,0.004158886663225001
45,0.21534102145881046,2024-07-10 20:33:58.351213,2024-07-10 20:34:11.691519,0 days 00:00:13.340306,5.655166465587151,0.8929987020039246,1.5722389518326885,0.30942333910023834,0.2215649940514272,9,1,297,COMPLETE,"{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.38657243816254416, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14943824994693403, 'recall': 0.38657243816254416, 'f1': 0.21555058478584266}",0.38635403565510773,0.3333333333333333,0.14926945279190204,0.38635403565510773,0.21534102145881046,0.0001220907132710791,0.0,9.436047826501639e-05,0.0001220907132710791,0.00011714946120873757
46,0.5999464035455457,2024-07-10 20:34:11.692519,2024-07-10 20:34:28.052967,0 days 00:00:16.360448,6.281217804179434,0.9485525766983831,2.324885523016488,1.7567111883376052,0.2514311143903617,7,0,350,COMPLETE,"{'accuracy': 0.6087570621468926, 'balanced_accuracy': 0.6250324279242696, 'precision': 0.6074278689875585, 'recall': 0.6087570621468926, 'f1': 0.6022252784331842}","{'accuracy': 0.6108757062146892, 'balanced_accuracy': 0.6272582276297364, 'precision': 0.6071249703613626, 'recall': 0.6108757062146892, 'f1': 0.600645148815164}","{'accuracy': 0.6045197740112994, 'balanced_accuracy': 0.6218010915349704, 'precision': 0.6041725941280874, 'recall': 0.6045197740112994, 'f1': 0.5976445284264514}","{'accuracy': 0.615819209039548, 'balanced_accuracy': 0.6350022777220642, 'precision': 0.6184014068909075, 'recall': 0.615819209039548, 'f1': 0.606877078791604}","{'accuracy': 0.5985865724381625, 'balanced_accuracy': 0.6128429238755021, 'precision': 0.5942473216943845, 'recall': 0.5985865724381625, 'f1': 0.592339983261325}",0.6077116647701184,0.6243873897373085,0.6062748324124602,0.6077116647701184,0.5999464035455457,0.0065247943397099455,0.00808234591288289,0.008634038109927404,0.0065247943397099455,0.005405368481328504
47,0.5632495311162465,2024-07-10 20:34:28.053966,2024-07-10 20:34:38.229164,0 days 00:00:10.175198,4.601515202231622,0.9824123036637211,9.943019267014172,0.5537482887083394,0.1637892134647972,6,0,196,COMPLETE,"{'accuracy': 0.5918079096045198, 'balanced_accuracy': 0.624048163905874, 'precision': 0.5995565739745436, 'recall': 0.5918079096045198, 'f1': 0.5645898424541782}","{'accuracy': 0.5995762711864406, 'balanced_accuracy': 0.629795535046009, 'precision': 0.6117410988400372, 'recall': 0.5995762711864406, 'f1': 0.5704657554080597}","{'accuracy': 0.596045197740113, 'balanced_accuracy': 0.6287615631942538, 'precision': 0.6139929094442814, 'recall': 0.596045197740113, 'f1': 0.5685544923758877}","{'accuracy': 0.5953389830508474, 'balanced_accuracy': 0.6274534363961581, 'precision': 0.6126814851653223, 'recall': 0.5953389830508474, 'f1': 0.5643114142152407}","{'accuracy': 0.5830388692579506, 'balanced_accuracy': 0.617890573985388, 'precision': 0.5923607154643574, 'recall': 0.5830388692579506, 'f1': 0.5483261511278659}",0.5931614461679743,0.6255898545055366,0.6060665565777084,0.5931614461679743,0.5632495311162465,0.006294964149055592,0.004818613719491121,0.009604878109449743,0.006294964149055592,0.008744252504819463
48,0.21534102145881046,2024-07-10 20:34:38.230678,2024-07-10 20:34:49.072222,0 days 00:00:10.841544,4.068600888756249,0.8689290396988228,3.12749172860515,1.0326913300877605,0.2821473165003129,8,1,224,COMPLETE,"{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.38657243816254416, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14943824994693403, 'recall': 0.38657243816254416, 'f1': 0.21555058478584266}",0.38635403565510773,0.3333333333333333,0.14926945279190204,0.38635403565510773,0.21534102145881046,0.0001220907132710791,0.0,9.436047826501639e-05,0.0001220907132710791,0.00011714946120873757
49,0.6042249379846055,2024-07-10 20:34:49.073241,2024-07-10 20:35:07.570897,0 days 00:00:18.497656,6.482025835094305,0.913486820900591,0.009157164886399505,8.625336253486923,0.23533008413325335,6,0,306,COMPLETE,"{'accuracy': 0.5953389830508474, 'balanced_accuracy': 0.6042593462096817, 'precision': 0.5941895609258208, 'recall': 0.5953389830508474, 'f1': 0.5936828855521573}","{'accuracy': 0.6009887005649718, 'balanced_accuracy': 0.6110474418515855, 'precision': 0.5974470180354414, 'recall': 0.6009887005649718, 'f1': 0.5975969223937593}","{'accuracy': 0.6073446327683616, 'balanced_accuracy': 0.6146415241212987, 'precision': 0.6059901143104093, 'recall': 0.6073446327683616, 'f1': 0.605674927573671}","{'accuracy': 0.6179378531073446, 'balanced_accuracy': 0.6276916069564499, 'precision': 0.6168870978846844, 'recall': 0.6179378531073446, 'f1': 0.6156527123355476}","{'accuracy': 0.6084805653710247, 'balanced_accuracy': 0.6140715628089902, 'precision': 0.6099786321988648, 'recall': 0.6084805653710247, 'f1': 0.6085172420678925}",0.60601814697251,0.6143422963896013,0.6048984846710441,0.6060181469725101,0.6042249379846055,0.008503563025414586,0.008527732366735694,0.009232169351820071,0.008503563025414586,0.008749083250958908
